cell_id,lon,lat
cell_1_56,-118.92231738652302,33.29887413567594
cell_1_57,-118.92251524198382,33.30788898053102
cell_1_58,-118.92271318555953,33.316903811245
cell_1_59,-118.92291121728707,33.32591862781556
cell_1_60,-118.92310933720326,33.33493343024038
cell_1_61,-118.92330754534505,33.34394821851715
cell_1_62,-118.9235058417494,33.352962992643526
cell_1_63,-118.92370422645321,33.36197775261721
cell_1_64,-118.92390269949352,33.37099249843585
cell_1_65,-118.92410126090732,33.38000723009715
cell_1_66,-118.9242999107317,33.3890219475988
cell_1_67,-118.92449864900361,33.398036650938465
cell_1_68,-118.9246974757603,33.40705134011383
cell_1_69,-118.92489639103871,33.41606601512261
cell_1_70,-118.92509539487612,33.42508067596244
cell_1_71,-118.9252944873096,33.43409532263105
cell_1_72,-118.92549366837642,33.443109955126104
cell_1_73,-118.92569293811374,33.45212457344532
cell_1_74,-118.92589229655881,33.46113917758634
cell_1_75,-118.9260917437489,33.470153767546904
cell_1_76,-118.92629127972131,33.47916834332468
cell_1_77,-118.92649090451339,33.48818290491737
cell_1_78,-118.92669061816234,33.497197452322645
cell_1_79,-118.92689042070569,33.50621198553823
cell_1_80,-118.92709031218078,33.51522650456181
cell_1_81,-118.92729029262499,33.52424100939107
cell_1_82,-118.9274903620758,33.533255500023735
cell_1_83,-118.92769052057069,33.54226997645748
cell_1_84,-118.92789076814711,33.55128443869001
cell_1_85,-118.9280911048426,33.560298886719025
cell_1_86,-118.92829153069471,33.56931332054224
cell_1_87,-118.92849204574101,33.578327740157356
cell_1_88,-118.92869265001912,33.587342145562054
cell_1_89,-118.92889334356659,33.596356536754065
cell_1_90,-118.92909412642116,33.60537091373107
cell_1_91,-118.92929499862045,33.6143852764908
cell_1_92,-118.92949596020216,33.62339962503095
cell_1_93,-118.92969701120404,33.63241395934922
cell_1_94,-118.92989815166376,33.64142827944333
cell_1_95,-118.93009938161921,33.650442585311
cell_1_96,-118.93030070110814,33.65945687694993
cell_1_97,-118.93050211016833,33.66847115435784
cell_1_98,-118.9307036088377,33.677485417532424
cell_1_99,-118.93090519715413,33.68649966647141
cell_1_100,-118.93110687515546,33.695513901172525
cell_1_101,-118.93130864287969,33.70452812163347
cell_1_102,-118.93151050036474,33.71354232785197
cell_1_103,-118.93171244764858,33.72255651982573
cell_1_104,-118.93191448476922,33.73157069755249
cell_1_105,-118.93211661176477,33.74058486102996
cell_1_106,-118.93231882867319,33.74959901025586
cell_1_107,-118.9325211355326,33.758613145227905
cell_1_108,-118.93272353238109,33.76762726594383
cell_1_109,-118.93292601925683,33.77664137240136
cell_1_110,-118.93312859619799,33.7856554645982
cell_1_111,-118.93333126324275,33.79466954253211
cell_1_112,-118.93353402042932,33.803683606200785
cell_1_113,-118.9337368677959,33.812697655601994
cell_1_114,-118.93393980538085,33.8217116907334
cell_1_115,-118.93414283322237,33.8307257115928
cell_1_116,-118.93434595135882,33.83973971817789
cell_1_117,-118.93454915982858,33.848753710486406
cell_1_118,-118.93475245866995,33.857767688516084
cell_1_119,-118.93495584792133,33.866781652264656
cell_1_120,-118.93515932762122,33.875795601729855
cell_1_121,-118.93536289780808,33.88480953690943
cell_1_122,-118.93556655852028,33.89382345780111
cell_1_123,-118.93577030979637,33.90283736440262
cell_1_124,-118.93597415167487,33.91185125671171
cell_1_125,-118.9361780841944,33.92086513472612
cell_1_126,-118.93638210739348,33.92987899844359
cell_1_127,-118.9365862213107,33.93889284786186
cell_1_128,-118.93679042598474,33.947906682978676
cell_1_129,-118.93699472145425,33.95692050379178
cell_1_130,-118.93719910775789,33.96593431029891
cell_1_131,-118.93740358493443,33.97494810249781
cell_1_132,-118.93760815302257,33.98396188038625
cell_1_133,-118.93781281206107,33.992975643961955
cell_1_134,-118.9380175620887,34.001989393222686
cell_1_135,-118.93822240314437,34.01100312816618
cell_1_136,-118.93842733526682,34.020016848790185
cell_1_137,-118.93863235849501,34.029030555092476
cell_1_138,-118.93883747286779,34.03804424707077
cell_1_139,-118.93904267842407,34.04705792472286
cell_1_140,-118.93924797520285,34.05607158804647
cell_1_141,-118.93945336324309,34.06508523703937
cell_1_142,-118.93965884258375,34.07409887169929
cell_1_143,-118.93986441326393,34.08311249202403
cell_1_144,-118.94007007532265,34.09212609801133
cell_1_145,-118.94027582879905,34.10113968965893
cell_1_146,-118.94048167373215,34.11015326696461
cell_1_147,-118.9406876101611,34.11916682992612
cell_1_148,-118.94089363812516,34.128180378541245
cell_1_149,-118.94109975766345,34.13719391280772
cell_1_150,-118.9413059688152,34.146207432723315
cell_1_151,-118.94151227161966,34.1552209382858
cell_1_152,-118.94171866611609,34.16423442949295
cell_1_153,-118.94192515234379,34.17324790634251
cell_1_154,-118.94213173034211,34.18226136883227
cell_1_155,-118.9423384001504,34.19127481695998
cell_1_156,-118.94254516180801,34.200288250723425
cell_1_157,-118.94275201535437,34.20930167012036
cell_1_158,-118.94295896082893,34.21831507514858
cell_1_159,-118.94316599827111,34.22732846580582
cell_1_160,-118.94337312772042,34.23634184208988
cell_1_161,-118.9435803492164,34.24535520399854
cell_1_162,-118.94378766279851,34.25436855152956
cell_1_163,-118.94399506850644,34.263381884680726
cell_1_164,-118.94420256637967,34.27239520344982
cell_1_165,-118.9444101564579,34.281408507834584
cell_1_166,-118.94461783878074,34.29042179783285
cell_1_167,-118.9448256133879,34.29943507344235
cell_1_168,-118.94503348031905,34.30844833466091
cell_1_169,-118.94524143961398,34.317461581486285
cell_1_170,-118.94544949131237,34.326474813916256
cell_1_171,-118.94565763545408,34.335488031948614
cell_1_172,-118.94586587207888,34.34450123558115
cell_1_173,-118.94607420122662,34.35351442481164
cell_1_174,-118.94628262293716,34.36252759963787
cell_1_175,-118.94649113725042,34.37154076005764
cell_1_176,-118.94669974420623,34.38055390606873
cell_1_177,-118.94690844384475,34.389567037668925
cell_1_178,-118.94711723620573,34.39858015485603
cell_1_179,-118.94732612132933,34.40759325762783
cell_1_180,-118.9475350992555,34.41660634598212
cell_1_181,-118.94774417002431,34.42561941991668
cell_1_182,-118.94795333367585,34.434632479429325
cell_1_183,-118.94816259025029,34.44364552451783
cell_1_184,-118.9483719397877,34.452658555179994
cell_1_185,-118.94858138232831,34.461671571413625
cell_1_186,-118.94879091791228,34.47068457321654
cell_1_187,-118.94900054657982,34.47969756058651
cell_1_188,-118.9492102683712,34.48871053352132
cell_1_189,-118.94942008332677,34.497723492018814
cell_1_190,-118.94962999148673,34.506736436076764
cell_1_191,-118.94983999289146,34.51574936569298
cell_1_192,-118.95005008758135,34.52476228086529
cell_1_193,-118.95026027559673,34.53377518159146
cell_1_194,-118.95047055697809,34.54278806786931
cell_1_195,-118.9506809317658,34.55180093969666
cell_1_196,-118.95089140000043,34.56081379707132
cell_1_197,-118.95110196172242,34.56982663999108
cell_1_198,-118.95131261697226,34.57883946845375
cell_1_199,-118.9515233657906,34.58785228245716
cell_1_200,-118.95173420821796,34.59686508199909
cell_1_201,-118.95194514429501,34.605877867077396
cell_1_202,-118.95215617406235,34.61489063768986
cell_1_203,-118.95236729756066,34.62390339383431
cell_1_204,-118.95257851483059,34.63291613550856
cell_1_205,-118.95278982591297,34.64192886271043
cell_1_206,-118.95300123084847,34.65094157543772
cell_1_207,-118.95321272967792,34.65995427368826
cell_1_208,-118.9534243224421,34.66896695745988
cell_1_209,-118.95363600918186,34.67797962675038
cell_1_210,-118.95384778993804,34.6869922815576
cell_1_211,-118.95405966475155,34.696004921879336
cell_1_212,-118.95427163366337,34.705017547713446
cell_1_213,-118.95448369671433,34.714030159057735
cell_1_214,-118.95469585394552,34.723042755910036
cell_1_215,-118.9549081053979,34.73205533826816
cell_1_216,-118.95512045111249,34.74106790612994
cell_1_217,-118.9553328911304,34.75008045949322
cell_1_218,-118.95554542549269,34.75909299835581
cell_1_219,-118.95575805424046,34.76810552271555
cell_1_220,-118.95597077741488,34.77711803257027
cell_1_221,-118.95618359505714,34.78613052791779
cell_1_222,-118.95639650720841,34.795143008755964
cell_1_223,-118.95660951391,34.8041554750826
cell_1_224,-118.95682261520305,34.81316792689556
cell_2_0,-118.90070282916588,32.79418283119513
cell_2_1,-118.90089473214968,32.803198520066644
cell_2_2,-118.90108672074379,32.812214194939834
cell_2_3,-118.90127879498354,32.82122985581234
cell_2_4,-118.90147095490411,32.8302455026818
cell_2_5,-118.901663200541,32.83926113554581
cell_2_6,-118.90185553192947,32.84827675440203
cell_2_7,-118.90204794910501,32.85729235924809
cell_2_8,-118.90224045210293,32.8663079500816
cell_2_9,-118.90243304095875,32.87532352690019
cell_2_10,-118.9026257157079,32.884339089701534
cell_2_11,-118.90281847638586,32.893354638483224
cell_2_12,-118.90301132302811,32.902370173242915
cell_2_13,-118.90320425567032,32.911385693978254
cell_2_14,-118.90339727434794,32.92040120068686
cell_2_15,-118.90359037909651,32.92941669336636
cell_2_16,-118.90378356995177,32.93843217201444
cell_2_17,-118.90397684694926,32.94744763662869
cell_2_18,-118.90417021012462,32.95646308720678
cell_2_19,-118.9043636595136,32.965478523746334
cell_2_20,-118.90455719515192,32.97449394624502
cell_2_21,-118.9047508170752,32.98350935470047
cell_2_22,-118.9049445253193,32.99252474911033
cell_2_23,-118.9051383199199,33.00154012947225
cell_2_24,-118.90533220091287,33.010555495783855
cell_2_25,-118.90552616833402,33.019570848042825
cell_2_26,-118.90572022221919,33.02858618624679
cell_2_27,-118.90591436260428,33.037601510393415
cell_2_28,-118.90610858952512,33.04661682048034
cell_2_29,-118.9063029030177,33.055632116505215
cell_2_30,-118.90649730311794,33.0646473984657
cell_2_31,-118.90669178986184,33.07366266635945
cell_2_32,-118.90688636328532,33.08267792018412
cell_2_33,-118.90708102342454,33.091693159937364
cell_2_34,-118.90727577031535,33.10070838561684
cell_2_35,-118.90747060399396,33.1097235972202
cell_2_36,-118.90766552449642,33.11873879474513
cell_2_37,-118.90786053185884,33.127753978189254
cell_2_38,-118.9080556261174,33.13676914755024
cell_2_39,-118.90825080730819,33.14578430282576
cell_2_40,-118.90844607546748,33.15479944401349
cell_2_41,-118.90864143063142,33.16381457111108
cell_2_42,-118.90883687283629,33.172829684116195
cell_2_43,-118.90903240211838,33.181844783026506
cell_2_44,-118.90922801851389,33.19085986783966
cell_2_45,-118.9094237220592,33.19987493855334
cell_2_46,-118.90961951279063,33.208889995165244
cell_2_47,-118.90981539074453,33.217905037673
cell_2_48,-118.91001135595728,33.22692006607428
cell_2_49,-118.91020740846535,33.235935080366794
cell_2_50,-118.91040354830514,33.244950080548165
cell_2_51,-118.91059977551309,33.25396506661611
cell_2_52,-118.91079609012571,33.26298003856827
cell_2_53,-118.91099249217952,33.27199499640234
cell_2_54,-118.91118898171099,33.281009940116014
cell_2_55,-118.91138555875675,33.29002486970693
cell_2_56,-118.91158222335335,33.2990397851728
cell_2_57,-118.91177897553744,33.30805468651129
cell_2_58,-118.91197581534557,33.31706957372007
cell_2_59,-118.91217274281449,33.326084446796834
cell_2_60,-118.91236975798083,33.33509930573927
cell_2_61,-118.91256686088133,33.34411415054506
cell_2_62,-118.91276405155266,33.35312898121188
cell_2_63,-118.91296133003169,33.36214379773743
cell_2_64,-118.9131586963551,33.371158600119365
cell_2_65,-118.91335615055972,33.380173388355416
cell_2_66,-118.91355369268244,33.38918816244325
cell_2_67,-118.91375132276008,33.39820292238054
cell_2_68,-118.91394904082952,33.40721766816501
cell_2_69,-118.91414684692766,33.41623239979434
cell_2_70,-118.91434474109143,33.42524711726621
cell_2_71,-118.91454272335778,33.43426182057832
cell_2_72,-118.91474079376374,33.44327650972836
cell_2_73,-118.91493895234629,33.45229118471405
cell_2_74,-118.91513719914246,33.46130584553305
cell_2_75,-118.9153355341893,33.470320492183085
cell_2_76,-118.91553395752395,33.479335124661844
cell_2_77,-118.91573246918344,33.488349742967024
cell_2_78,-118.91593106920502,33.497364347096344
cell_2_79,-118.91612975762567,33.506378937047465
cell_2_80,-118.91632853448272,33.51539351281812
cell_2_81,-118.9165273998133,33.52440807440602
cell_2_82,-118.91672635365474,33.53342262180884
cell_2_83,-118.91692539604419,33.54243715502432
cell_2_84,-118.91712452701901,33.55145167405013
cell_2_85,-118.91732374661649,33.56046617888399
cell_2_86,-118.91752305487397,33.56948066952362
cell_2_87,-118.9177224518288,33.578495145966734
cell_2_88,-118.91792193751836,33.58750960821102
cell_2_89,-118.91812151198009,33.5965240562542
cell_2_90,-118.9183211752514,33.60553849009398
cell_2_91,-118.91852092736978,33.61455290972808
cell_2_92,-118.91872076837271,33.62356731515422
cell_2_93,-118.91892069829773,33.632581706370104
cell_2_94,-118.9191207171823,33.64159608337346
cell_2_95,-118.91932082506408,33.650610446161984
cell_2_96,-118.91952102198057,33.65962479473341
cell_2_97,-118.91972130796948,33.668639129085456
cell_2_98,-118.91992168306841,33.67765344921584
cell_2_99,-118.920122147315,33.686667755122286
cell_2_100,-118.92032270074698,33.6956820468025
cell_2_101,-118.92052334340205,33.70469632425422
cell_2_102,-118.92072407531799,33.71371058747518
cell_2_103,-118.92092489653253,33.72272483646309
cell_2_104,-118.92112580708347,33.731739071215664
cell_2_105,-118.92132680700865,33.74075329173065
cell_2_106,-118.9215278963459,33.74976749800577
cell_2_107,-118.92172907513313,33.75878169003875
cell_2_108,-118.92193034340819,33.76779586782731
cell_2_109,-118.92213170120907,33.77681003136921
cell_2_110,-118.92233314857363,33.78582418066216
cell_2_111,-118.92253468553993,33.794838315703885
cell_2_112,-118.92273631214594,33.80385243649214
cell_2_113,-118.92293802842967,33.81286654302464
cell_2_114,-118.92313983442922,33.821880635299145
cell_2_115,-118.92334173018263,33.83089471331335
cell_2_116,-118.92354371572799,33.83990877706504
cell_2_117,-118.92374579110347,33.84892282655192
cell_2_118,-118.92394795634728,33.85793686177175
cell_2_119,-118.92415021149748,33.86695088272226
cell_2_120,-118.9243525565924,33.87596488940118
cell_2_121,-118.92455499167019,33.88497888180628
cell_2_122,-118.92475751676912,33.89399285993529
cell_2_123,-118.92496013192758,33.90300682378594
cell_2_124,-118.92516283718375,33.91202077335599
cell_2_125,-118.92536563257602,33.92103470864319
cell_2_126,-118.92556851814282,33.93004862964528
cell_2_127,-118.92577149392245,33.939062536360005
cell_2_128,-118.92597455995337,33.948076428785136
cell_2_129,-118.92617771627403,33.95709030691838
cell_2_130,-118.9263809629229,33.96610417075753
cell_2_131,-118.92658429993851,33.97511802030033
